Date.x,Player,Country,Runs.x,NotOut,Minutes,BallsFaced,Fours,Sixes,StrikeRate,Innings.x,Participation.x,Opposition.x,Ground,Team.x,Opponent.x,ID,OutPenalty,BattingImpact,Date.y,Overs,Maidens,Runs.y,Wickets,Economy,Innings.y,Participation.y,Opposition.y,Team.y,Opponent.y,BowlingImpact
NA,WD Parnell,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dubai (DICS),NA,NA,336,NA,NA,11/15/13,4,0,25,3,6.25,2,B,PAK,PAK RSA,PAK,10.325
NA,JP Faulkner,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melbourne,NA,NA,408,NA,NA,11/7/14,4,0,25,3,6.25,1,B,RSA,AUS RSA,RSA,10.325
NA,JDS Neesham,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dubai (DICS),NA,NA,412,NA,NA,12/5/14,3,0,25,3,8.333333333,2,B,PAK,NZL PAK,PAK,9.283333333
NA,Al-Amin Hossain,BAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirpur,NA,NA,516,NA,NA,3/2/16,4,0,25,3,6.25,1,B,PAK,BAN PAK,PAK,10.325
NA,A Zampa,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adelaide,NA,NA,598,NA,NA,2/22/17,4,0,25,3,6.25,2,B,SL,AUS SL,SL,10.325
NA,AU Rashid,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chester-le-Street,NA,NA,622,NA,NA,9/16/17,4,0,25,3,6.25,1,B,WI,ENG WI,WI,10.325
NA,AL Phehlukwayo,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cape Town,NA,NA,NA,NA,NA,3/19/19,4,0,25,3,6.25,1,B,SL,RSA SL,SL,10.325
NA,MJ Santner,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wellington,NA,NA,998,NA,NA,11/3/19,4,0,25,3,6.25,2,B,ENG,ENG NZL,ENG,10.325
NA,Qais Ahmad,AFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Greater Noida,NA,NA,NA,NA,NA,3/10/20,4,0,25,3,6.25,1,B,IRE,AFG IRE,IRE,10.325
NA,YS Chahal,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canberra,NA,NA,1114,NA,NA,12/4/20,4,0,25,3,6.25,2,B,AUS,AUS IND,AUS,10.325
NA,OC McCoy,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St George's,NA,NA,1178,NA,NA,6/27/21,4,0,25,3,6.25,1,B,RSA,RSA WI,RSA,10.325
NA,DJ Bravo,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St George's,NA,NA,1179,NA,NA,6/29/21,4,0,25,3,6.25,1,B,RSA,RSA WI,RSA,10.325
NA,RL Chase,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eden Gardens,NA,NA,1473,NA,NA,2/18/22,4,0,25,3,6.25,1,B,IND,IND WI,IND,10.325
NA,DJ Willey,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southampton,NA,NA,1717,NA,NA,7/31/22,4,1,25,3,6.25,1,B,RSA,ENG RSA,RSA,13.325
NA,HH Pandya,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dubai (DICS),NA,NA,1750,NA,NA,8/28/22,4,0,25,3,6.25,1,B,PAK,IND PAK,PAK,10.325
NA,SM Curran,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canberra,NA,NA,1817,NA,NA,10/12/22,4,0,25,3,6.25,2,B,AUS,AUS ENG,AUS,10.325
NA,Sikandar Raza,ZIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perth,NA,NA,1849,NA,NA,10/27/22,4,0,25,3,6.25,2,B,PAK,PAK ZIM,PAK,10.325
NA,MR Adair,IRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chattogram,NA,NA,2038,NA,NA,3/31/23,4,0,25,3,6.25,1,B,BAN,BAN IRE,BAN,10.325
NA,NT Ellis,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durban,NA,NA,2228,NA,NA,9/1/23,4,1,25,3,6.25,1,B,RSA,AUS RSA,RSA,13.325
NA,Fazalhaq Farooqi,AFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dambulla,NA,NA,2479,NA,NA,2/17/24,4,0,25,3,6.25,1,B,SL,AFG SL,SL,10.325
NA,G Motie,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kingston,NA,NA,2617,NA,NA,5/23/24,4,0,25,3,6.25,2,B,RSA,RSA WI,RSA,10.325
NA,G Motie,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarouba,NA,NA,2672,NA,NA,6/12/24,4,0,25,3,6.25,2,B,NZL,NZL WI,NZL,10.325
NA,Sikandar Raza,ZIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harare,NA,NA,2737,NA,NA,7/6/24,4,0,25,3,6.25,2,B,IND,IND ZIM,IND,10.325
NA,GI Hume,IRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abu Dhabi,NA,NA,2876,NA,NA,9/29/24,4,0,25,3,6.25,2,B,RSA,IRE RSA,RSA,10.325
NA,CV Varun,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durban,NA,NA,2938,NA,NA,11/8/24,4,0,25,3,6.25,2,B,RSA,IND RSA,RSA,10.325
NA,Mohammed Shami,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wankhede,NA,NA,3086,NA,NA,2/2/25,2.3,0,25,3,10,2,B,ENG,ENG IND,ENG,8.45
NA,ZG Foulkes,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mount Maunganui,NA,NA,3126,NA,NA,3/23/25,4,0,25,3,6.25,2,B,PAK,NZL PAK,PAK,10.325
NA,JC Archer,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manchester,NA,NA,3450,NA,NA,9/12/25,3,0,25,3,8.333333333,2,B,RSA,ENG RSA,RSA,9.283333333
NA,SA Abbott,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mount Maunganui,NA,NA,3499,NA,NA,10/4/25,4,0,25,3,6.25,1,B,NZL,AUS NZL,NZL,10.325
NA,RP Singh,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johannesburg,NA,NA,46,NA,NA,9/24/07,4,0,26,3,6.5,2,B,PAK,IND PAK,PAK,10.2
NA,Saeed Ajmal,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birmingham,NA,NA,184,NA,NA,7/5/10,3.4,0,26,3,7.090909091,2,B,AUS,AUS PAK,AUS,9.904545455
NA,MDK Perera,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pallekele,NA,NA,202,NA,NA,8/6/11,4,0,26,3,6.5,2,B,AUS,AUS SL,AUS,10.2
NA,SR Watson,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombo (RPS),NA,NA,264,NA,NA,9/19/12,4,0,26,3,6.5,1,B,IRE,AUS IRE,IRE,10.2
NA,SP Narine,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kingstown,NA,NA,322,NA,NA,7/28/13,4,0,26,3,6.5,1,B,PAK,PAK WI,PAK,10.2
NA,R Vinay Kumar,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rajkot,NA,NA,331,NA,NA,10/10/13,4,0,26,3,6.5,1,B,AUS,AUS IND,AUS,10.2
NA,SL Malinga,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dubai (DICS),NA,NA,350,NA,NA,12/11/13,4,0,26,3,6.5,2,B,PAK,PAK SL,PAK,10.2
NA,Imran Tahir,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chattogram,NA,NA,379,NA,NA,3/22/14,4,0,26,3,6.5,1,B,SL,RSA SL,SL,10.2
NA,A Mishra,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirpur,NA,NA,389,NA,NA,3/28/14,4,0,26,3,6.5,1,B,BAN,BAN IND,BAN,10.2
NA,KD Mills,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dubai (DICS),NA,NA,412,NA,NA,12/5/14,3.5,0,26,3,6.782608696,2,B,PAK,NZL PAK,PAK,10.05869565
NA,MA Wood,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manchester,NA,NA,423,NA,NA,6/23/15,3,0,26,3,8.666666667,2,B,NZL,ENG NZL,NZL,9.116666667
NA,KJ Abbott,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johannesburg,NA,NA,506,NA,NA,2/21/16,4,0,26,3,6.5,1,B,ENG,ENG RSA,ENG,10.2
NA,BA Stokes,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delhi,NA,NA,555,NA,NA,3/30/16,4,0,26,3,6.5,1,B,NZL,ENG NZL,NZL,10.2
NA,MA Starc,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pallekele,NA,NA,565,NA,NA,9/6/16,4,0,26,3,6.5,2,B,SL,AUS SL,SL,10.2
NA,SM Boland,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pallekele,NA,NA,565,NA,NA,9/6/16,4,0,26,3,6.5,2,B,SL,AUS SL,SL,10.2
NA,SHA Rance,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wellington,NA,NA,639,NA,NA,1/22/18,4,0,26,3,6.5,1,B,PAK,NZL PAK,PAK,10.2
NA,NM Coulter-Nile,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Visakhapatnam,NA,NA,748,NA,NA,2/24/19,4,0,26,3,6.5,1,B,IND,AUS IND,IND,10.2
NA,IS Sodhi,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wellington,NA,NA,NA,NA,NA,1/31/20,4,0,26,3,6.5,1,B,IND,IND NZL,IND,10.2
NA,Shaheen Shah Afridi,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karachi,NA,NA,1449,NA,NA,12/14/21,4,0,26,3,6.5,2,B,WI,PAK WI,WI,10.2
NA,MA Starc,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombo (RPS),NA,NA,1551,NA,NA,6/7/22,4,0,26,3,6.5,1,B,SL,AUS SL,SL,10.2
NA,JA Richardson,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colombo (RPS),NA,NA,1552,NA,NA,6/8/22,4,0,26,3,6.5,1,B,SL,AUS SL,SL,10.2
NA,CR Woakes,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lahore,NA,NA,1804,NA,NA,10/2/22,4,0,26,3,6.5,2,B,PAK,ENG PAK,PAK,10.2
NA,D Pretorius,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indore,NA,NA,1805,NA,NA,10/4/22,3.3,0,26,3,7.428571429,2,B,IND,IND RSA,IND,9.735714286
NA,MA Wood,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sydney,NA,NA,1867,NA,NA,11/5/22,3,0,26,3,8.666666667,1,B,SL,ENG SL,SL,9.116666667
NA,Shoriful Islam,BAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Napier,NA,NA,2422,NA,NA,12/27/23,4,0,26,3,6.5,1,B,NZL,BAN NZL,NZL,10.2
NA,A Zampa,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hobart,NA,NA,2459,NA,NA,2/9/24,4,0,26,3,6.5,2,B,WI,AUS WI,WI,10.2
NA,OEG Baartman,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kingston,NA,NA,2617,NA,NA,5/23/24,4,0,26,3,6.5,1,B,WI,RSA WI,WI,10.2
NA,Rashid Khan,AFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridgetown,NA,NA,2710,NA,NA,6/20/24,4,0,26,3,6.5,1,B,IND,AFG IND,IND,10.2
NA,Rishad Hossain,BAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kingstown,NA,NA,2722,NA,NA,6/24/24,4,0,26,3,6.5,1,B,AFG,AFG BAN,AFG,10.2
NA,Ravi Bishnoi,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pallekele,NA,NA,2768,NA,NA,7/28/24,4,0,26,3,6.5,1,B,SL,IND SL,SL,10.2
NA,MJ Henry,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harare,NA,NA,3324,NA,NA,7/18/25,4,0,26,3,6.5,1,B,ZIM,NZL ZIM,ZIM,10.2
NA,BJ Dwarshuis,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darwin,NA,NA,3403,NA,NA,8/10/25,4,0,26,3,6.5,2,B,RSA,AUS RSA,RSA,10.2
NA,C Bosch,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cairns,NA,NA,3407,NA,NA,8/16/25,4,1,26,3,6.5,2,B,AUS,AUS RSA,AUS,13.2
NA,B Lee,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cape Town,NA,NA,33,NA,NA,9/16/07,4,0,27,3,6.75,1,B,BAN,AUS BAN,BAN,10.075
NA,SR Clark,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johannesburg,NA,NA,37,NA,NA,9/18/07,4,0,27,3,6.75,2,B,PAK,AUS PAK,PAK,10.075
NA,Mohammad Amir,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birmingham,NA,NA,184,NA,NA,7/5/10,4,0,27,3,6.75,2,B,AUS,AUS PAK,AUS,10.075
NA,Mohammad Amir,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birmingham,NA,NA,185,NA,NA,7/6/10,4,0,27,3,6.75,2,B,AUS,AUS PAK,AUS,10.075
NA,DT Christian,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gros Islet,NA,NA,241,NA,NA,3/27/12,3,0,27,3,9,1,B,WI,AUS WI,WI,8.95
NA,IK Pathan,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pallekele,NA,NA,255,NA,NA,8/7/12,4,0,27,3,6.75,2,B,SL,IND SL,SL,10.075
NA,SMSM Senanayake,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dubai (DICS),NA,NA,351,NA,NA,12/13/13,4,0,27,3,6.75,2,B,PAK,PAK SL,PAK,10.075
NA,Shakib Al Hasan,BAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bengaluru,NA,NA,544,NA,NA,3/21/16,4,0,27,3,6.75,2,B,AUS,AUS BAN,AUS,10.075
NA,LA Dawson,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southampton,NA,NA,561,NA,NA,7/5/16,4,0,27,3,6.75,1,B,SL,ENG SL,SL,10.075
NA,LE Plunkett,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chester-le-Street,NA,NA,622,NA,NA,9/16/17,4,0,27,3,6.75,1,B,WI,ENG WI,WI,10.075
NA,AC Agar,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auckland,NA,NA,653,NA,NA,2/21/18,4,0,27,3,6.75,1,B,NZL,AUS NZL,NZL,10.075
NA,AU Rashid,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birmingham,NA,NA,679,NA,NA,6/27/18,4,0,27,3,6.75,2,B,AUS,AUS ENG,AUS,10.075
NA,Mohammad Amir,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centurion,NA,NA,736,NA,NA,2/6/19,4,0,27,3,6.75,2,B,RSA,PAK RSA,RSA,10.075
NA,Mohammad Amir,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lahore,NA,NA,925,NA,NA,10/9/19,4,0,27,3,6.75,1,B,SL,PAK SL,SL,10.075
NA,SC Kuggeleijn,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auckland,NA,NA,1117,NA,NA,12/18/20,4,0,27,3,6.75,1,B,PAK,NZL PAK,PAK,10.075
NA,DJ Willey,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southampton,NA,NA,1174,NA,NA,6/26/21,4,0,27,3,6.75,2,B,SL,ENG SL,SL,10.075
NA,HR Walsh,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gros Islet,NA,NA,1190,NA,NA,7/14/21,4,0,27,3,6.75,1,B,AUS,AUS WI,AUS,10.075
NA,TS Mills,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abu Dhabi,NA,NA,1369,NA,NA,10/27/21,4,0,27,3,6.75,1,B,BAN,BAN ENG,BAN,10.075
NA,MJ Santner,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eden Gardens,NA,NA,1446,NA,NA,11/21/21,4,0,27,3,6.75,1,B,IND,IND NZL,IND,10.075
NA,T Shamsi,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cardiff,NA,NA,1698,NA,NA,7/28/22,4,0,27,3,6.75,2,B,ENG,ENG RSA,ENG,10.075
NA,PW Hasaranga,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dubai (DICS),NA,NA,1769,NA,NA,9/11/22,4,0,27,3,6.75,2,B,PAK,PAK SL,PAK,10.075
NA,Taskin Ahmed,BAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chattogram,NA,NA,2037,NA,NA,3/29/23,4,0,27,3,6.75,2,B,IRE,BAN IRE,IRE,10.075
NA,MR Adair,IRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sharjah,NA,NA,2526,NA,NA,3/17/24,4,0,27,3,6.75,1,B,AFG,AFG IRE,AFG,10.075
NA,W O'Rourke,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lahore,NA,NA,2582,NA,NA,4/25/24,4,0,27,3,6.75,2,B,PAK,NZL PAK,PAK,10.075
NA,MW Forde,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kingston,NA,NA,2617,NA,NA,5/23/24,2.5,0,27,3,9.529411765,2,B,RSA,RSA WI,RSA,8.685294118
NA,HH Pandya,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NA,NA,2639,NA,NA,6/5/24,4,1,27,3,6.75,1,B,IRE,IND IRE,IRE,13.075
NA,KA Maharaj,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NA,NA,2664,NA,NA,6/10/24,4,0,27,3,6.75,2,B,BAN,BAN RSA,BAN,10.075
NA,T Shamsi,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Sound,NA,NA,2720,NA,NA,6/23/24,4,0,27,3,6.75,1,B,WI,RSA WI,WI,10.075
NA,MW Forde,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarouba,NA,NA,2797,NA,NA,8/23/24,4,0,27,3,6.75,1,B,RSA,RSA WI,RSA,10.075
NA,Haris Rauf,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mount Maunganui,NA,NA,3126,NA,NA,3/23/25,4,0,27,3,6.75,1,B,NZL,NZL PAK,NZL,10.075
NA,AJ Hosein,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bready,NA,NA,3238,NA,NA,6/15/25,4,0,27,3,6.75,2,B,IRE,IRE WI,IRE,10.075
NA,JR Hazlewood,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darwin,NA,NA,3403,NA,NA,8/10/25,4,0,27,3,6.75,2,B,RSA,AUS RSA,RSA,10.075
NA,Umar Gul,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johannesburg,NA,NA,46,NA,NA,9/24/07,4,0,28,3,7,1,B,IND,IND PAK,IND,9.95
NA,SM Pollock,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johannesburg,NA,NA,48,NA,NA,11/23/07,4,0,28,3,7,1,B,NZL,NZL RSA,NZL,9.95
NA,TG Southee,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dubai (DICS),NA,NA,122,NA,NA,11/12/09,4,0,28,3,7,1,B,PAK,NZL PAK,PAK,9.95
NA,IG Butler,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dubai (DICS),NA,NA,124,NA,NA,11/13/09,4,0,28,3,7,1,B,PAK,NZL PAK,PAK,9.95
NA,SL Malinga,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridgetown,NA,NA,166,NA,NA,5/7/10,4,0,28,3,7,2,B,WI,SL WI,WI,9.95
NA,TG Southee,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wellington,NA,NA,221,NA,NA,2/17/12,4,0,28,3,7,1,B,RSA,NZL RSA,RSA,9.95
NA,JP Faulkner,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brisbane,NA,NA,303,NA,NA,2/13/13,4,0,28,3,7,1,B,WI,AUS WI,WI,9.95
NA,Shahid Afridi,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cape Town,NA,NA,343,NA,NA,11/22/13,4,0,28,3,7,2,B,RSA,PAK RSA,RSA,9.95
NA,SL Malinga,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Oval,NA,NA,401,NA,NA,5/20/14,4,0,28,3,7,2,B,ENG,ENG SL,ENG,9.95
NA,SS Cottrell,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roseau,NA,NA,403,NA,NA,7/6/14,3.1,0,28,3,8.842105263,2,B,NZL,NZL WI,NZL,9.028947368
NA,JP Faulkner,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sydney,NA,NA,409,NA,NA,11/9/14,4,0,28,3,7,1,B,RSA,AUS RSA,RSA,9.95
NA,RJ Peterson,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sydney,NA,NA,409,NA,NA,11/9/14,4,0,28,3,7,2,B,AUS,AUS RSA,AUS,9.95
NA,Imran Tahir,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cape Town,NA,NA,413,NA,NA,1/9/15,4,0,28,3,7,2,B,WI,RSA WI,WI,9.95
NA,SC Williams,ZIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harare,NA,NA,450,NA,NA,8/9/15,4,0,28,3,7,1,B,NZL,NZL ZIM,NZL,9.95
NA,JP Faulkner,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johannesburg,NA,NA,520,NA,NA,3/6/16,4,0,28,3,7,1,B,RSA,AUS RSA,RSA,9.95
NA,A Nehra,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nagpur,NA,NA,593,NA,NA,1/29/17,4,0,28,3,7,2,B,ENG,ENG IND,ENG,9.95
NA,Rashid Khan,AFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Greater Noida,NA,NA,601,NA,NA,3/12/17,4,0,28,3,7,2,B,IRE,AFG IRE,IRE,9.95
NA,DJ Willey,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hobart,NA,NA,645,NA,NA,2/7/18,3,0,28,3,9.333333333,2,B,AUS,AUS ENG,AUS,8.783333333
NA,AJ Tye,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harare,NA,NA,687,NA,NA,7/6/18,4,0,28,3,7,1,B,ZIM,AUS ZIM,ZIM,9.95
NA,Nazmul Islam,BAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lauderhill,NA,NA,693,NA,NA,8/4/18,4,0,28,3,7,2,B,WI,BAN WI,WI,9.95
NA,KH Pandya,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auckland,NA,NA,737,NA,NA,2/8/19,4,0,28,3,7,1,B,NZL,IND NZL,NZL,9.95
NA,TD Astle,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pallekele,NA,NA,880,NA,NA,9/6/19,4,0,28,3,7,1,B,SL,NZL SL,SL,9.95
NA,NA Saini,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pune,NA,NA,1027,NA,NA,1/10/20,3.5,0,28,3,7.304347826,2,B,SL,IND SL,SL,9.797826087
NA,SM Curran,ENG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cape Town,NA,NA,1109,NA,NA,11/27/20,4,0,28,3,7,1,B,RSA,ENG RSA,RSA,9.95
NA,Rashid Khan,AFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abu Dhabi,NA,NA,1134,NA,NA,3/17/21,4,0,28,3,7,2,B,ZIM,AFG ZIM,ZIM,9.95
NA,SS Cottrell,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gros Islet,NA,NA,1192,NA,NA,7/16/21,4,0,28,3,7,2,B,AUS,AUS WI,AUS,9.95
NA,Mohammad Hafeez,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manchester,NA,NA,1195,NA,NA,7/20/21,4,0,28,3,7,2,B,ENG,ENG PAK,ENG,9.95
NA,Haris Rauf,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Christchurch,NA,NA,1809,NA,NA,10/8/22,4,0,28,3,7,1,B,NZL,NZL PAK,NZL,9.95
NA,Kuldeep Yadav,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence,NA,NA,2192,NA,NA,8/8/23,4,0,28,3,7,1,B,WI,IND WI,WI,9.95
NA,Gulbadin Naib,AFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hangzhou,NA,NA,2282,NA,NA,10/4/23,4,0,28,3,7,2,B,SL,AFG SL,SL,9.95
NA,Sikandar Raza,ZIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harare,NA,NA,2384,NA,NA,12/7/23,4,0,28,3,7,1,B,IRE,IRE ZIM,IRE,9.95
NA,MR Adair,IRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dublin,NA,NA,2610,NA,NA,5/14/24,4,0,28,3,7,2,B,PAK,IRE PAK,PAK,9.95
NA,AL Phehlukwayo,RSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kingston,NA,NA,2617,NA,NA,5/23/24,4,0,28,3,7,1,B,WI,RSA WI,WI,9.95
NA,PJ Cummins,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kingstown,NA,NA,2717,NA,NA,6/22/24,4,0,28,3,7,1,B,AFG,AFG AUS,AFG,9.95
NA,M Theekshana,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pallekele,NA,NA,NA,NA,NA,7/30/24,4,0,28,3,7,1,B,IND,IND SL,IND,9.95
NA,SA Abbott,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southampton,NA,NA,2850,NA,NA,9/11/24,3.2,0,28,3,8.4,2,B,ENG,AUS ENG,ENG,9.25
NA,Ravi Bishnoi,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durban,NA,NA,2938,NA,NA,11/8/24,4,0,28,3,7,2,B,RSA,IND RSA,RSA,9.95
