"Date","Player","Country","Runs","NotOut","Minutes","BallsFaced","Fours","Sixes","StrikeRate","Innings","Participation","Opposition","Ground"
2022-12-04,"K Nassoro ","TAN",17,TRUE,NA,13,2,0,130.769230769231,2,"B","Ghana","Rwanda"
2022-12-05,"L Lamin ","Sri LankaE",17,TRUE,NA,9,1,1,188.888888888889,1,"B","Eswatini","Kigali"
2022-12-06,"AR Patwa ","TAN",17,TRUE,NA,13,2,0,130.769230769231,2,"B","Gambia","Rwanda"
2022-12-19,"S Ssesazi ","UGA",17,TRUE,NA,10,3,0,170,2,"B","Rwanda","Rwanda"
2023-03-12,"Rizwan Haider ","MAS",17,TRUE,NA,10,0,2,170,2,"B","Hong Kong","Mong Kok"
2023-03-24,"Najibullah Zadran ","Afghanistan",17,TRUE,32,23,2,0,73.9130434782609,2,"B","Pakistan","Sharjah"
2023-04-11,"KJ Stagno ","GIBR",17,TRUE,NA,8,0,2,212.5,1,"B","Portugal","Albergaria"
2023-05-02,"IK Gamantika ","INA",17,TRUE,NA,21,0,1,80.952380952381,2,"B","Malaysia","Phnom Penh"
2023-06-17,"RR Patel ","Kenya",17,TRUE,NA,13,1,1,130.769230769231,2,"B","Rwanda","Nairobi (Gym)"
2023-07-14,"Noman Amjad ","Fran",17,TRUE,NA,16,0,1,106.25,1,"B","Switzerland","Marsa"
2023-09-05,"R Ravindra ","New Zealand",17,TRUE,13,9,2,0,188.888888888889,2,"B","England","Nottingham"
2023-09-21,"CJA Amini ","Papau New Guinea",17,TRUE,NA,19,1,0,89.4736842105263,1,"B","Hong Kong","Kuala Lumpur"
2023-09-21,"Zain Ul Abidin ","KSA",17,TRUE,NA,8,1,1,212.5,1,"B","Qatar","Doha"
2023-10-04,"N Dutta ","Canada",17,TRUE,NA,4,1,2,425,1,"B","Cayman","Hamilton"
2023-10-08,"J Bangura ","Sri LankaE",17,TRUE,NA,28,1,0,60.7142857142857,1,"B","Nigeria","Lagos"
2023-11-27,"LM Jongwe ","Zimbabwe",17,TRUE,NA,4,1,2,425,1,"B","Rwanda","Windhoek"
2023-12-10,"GE Ngegba ","Sri LankaE",17,TRUE,20,14,3,0,121.428571428571,2,"B","Cameroon","Benoni"
2023-12-15,"M Badenhorst ","BOT",17,TRUE,19,9,0,2,188.888888888889,1,"B","Sierra Leone","Benoni"
2023-12-17,"LI Salomone ","MOZ",17,TRUE,45,26,2,0,65.3846153846154,2,"B","Rwanda","Benoni"
2023-12-17,"FA Cossa ","MOZ",17,TRUE,20,12,0,2,141.666666666667,2,"B","Rwanda","Benoni"
2024-02-25,"MS Chapman ","New Zealand",17,TRUE,21,15,2,0,113.333333333333,2,"B","Australia","Auckland"
2024-03-07,"CV Anto ","KUW",17,TRUE,NA,14,0,1,121.428571428571,2,"B","Vanuatu","Kuala Lumpur"
2024-03-08,"CA Soper ","Papau New Guinea",17,TRUE,NA,18,1,0,94.4444444444444,1,"B","Oman","Al Amerat"
2024-03-17,"C Kyewuta ","UGA",17,TRUE,NA,9,1,1,188.888888888889,1,"B","Kenya","Accra"
2024-04-13,"S Guruvayoorappan ","Mex",17,TRUE,NA,20,2,0,85,2,"B","Costa Rica","Guacima"
2024-05-30,"HC Brook ","England",17,TRUE,19,14,1,1,121.428571428571,2,"B","Pakistan","The Oval"
2024-06-08,"MS Wade ","Australia",17,TRUE,21,10,3,0,170,1,"B","England","Bridgetown"
2024-06-09,"IDA Damarell ","GUE",17,TRUE,NA,12,3,0,141.666666666667,2,"B","Belgium","Waterloo"
2024-06-10,"Luke Ward ","IOM",17,TRUE,NA,11,1,1,154.545454545455,1,"B","Turkey","Rome"
2024-06-15,"Luke Ward ","IOM",17,TRUE,NA,18,2,0,94.4444444444444,1,"B","Luxembourg","Spinaceto"
2024-06-27,"RA Jadeja ","India",17,TRUE,24,9,2,0,188.888888888889,1,"B","England","Providence"
2024-07-07,"Sajad Ahmadzai ","BEL",17,TRUE,NA,12,2,0,141.666666666667,2,"B","Switzerland","Krefeld"
2024-07-14,"C Brennan ","JER",17,TRUE,NA,10,3,0,170,2,"B","Norway","Krefeld"
2024-08-20,"TS Waqavakatoga ","Fiji",17,TRUE,NA,10,1,1,170,1,"B","Cook Islands","Apia (No 2)"
2024-08-30,"Nizakat Khan ","Hong Kong",17,TRUE,NA,8,2,1,212.5,2,"B","Myanmar","Bangi"
2024-09-06,"TH David ","Australia",17,TRUE,6,7,1,2,242.857142857143,1,"B","Scotland","Edinburgh"
2024-09-21,"O Harvey ","GHA",17,TRUE,NA,16,2,0,106.25,2,"B","Cameroon","Dar-es-Salaam"
2024-09-21,"SKA Awiah ","GHA",17,TRUE,NA,26,0,0,65.3846153846154,2,"B","Cameroon","Dar-es-Salaam"
2024-09-27,"AK Markram ","South Africa",17,TRUE,17,12,3,0,141.666666666667,2,"B","Ireland","Abu Dhabi"
2024-09-29,"Fayyaz Butt ","OMA",17,TRUE,NA,6,2,1,283.333333333333,2,"B","Nepal","King City (NW)"
2024-10-12,"D Jakiel ","MWest Indies",17,TRUE,NA,14,2,0,121.428571428571,1,"B","Rwanda","Blantyre"
2024-10-20,"T Wangchuk ","BHU",17,TRUE,NA,23,0,2,73.9130434782609,2,"B","Maldives","Gelephu"
2024-10-24,"Muhammad Nadir ","RWN",17,TRUE,NA,9,1,1,188.888888888889,1,"B","Seychelles","Nairobi (Ruaraka)"
2024-12-12,"R Fox ","BHM",17,TRUE,NA,10,1,2,170,1,"B","Cayman","Buenos Aires"
2024-12-15,"D Parashar ","United Arab Emirates",17,TRUE,NA,13,0,1,130.769230769231,1,"B","Oman","ICCA Dubai"
2024-12-18,"Aamir Kaleem ","OMA",17,TRUE,NA,6,2,1,283.333333333333,1,"B","Saudi Arabia","ICCA Dubai"
2025-03-12,"Babar Hayat ","Hong Kong",17,TRUE,NA,16,0,1,106.25,1,"B","Malaysia","Kuala Lumpur"
2025-03-23,"MG Erasmus ","Namibia",17,TRUE,NA,14,1,0,121.428571428571,2,"B","Canada","Windhoek"
2025-04-17,"D Panda ","Mex",17,TRUE,NA,14,1,0,121.428571428571,1,"B","Costa Rica","Panama City"
2025-04-28,"Hisham Shaikh ","KSA",17,TRUE,NA,19,0,0,89.4736842105263,1,"B","Thailand","Kuala Lumpur"
2025-05-17,"DK Pallekonda ","SVN",17,TRUE,NA,26,2,0,65.3846153846154,2,"B","Austria","Latschach"
2025-06-01,"Mansoor Safi ","AUT",17,TRUE,NA,19,2,0,89.4736842105263,1,"B","Switzerland","Latschach"
2025-06-11,"R Walker ","CAY",17,TRUE,NA,23,1,0,73.9130434782609,2,"B","Bahamas","King City (NE)"
2025-06-19,"A Dutt ","NED",17,TRUE,21,18,1,1,94.4444444444444,1,"B","Nepal","Glasgow"
2025-06-20,"MH Cross ","Scotland",17,TRUE,20,13,2,0,130.769230769231,1,"B","Nepal","Glasgow"
2025-06-22,"JR Barry ","BHM",17,TRUE,NA,17,1,0,100,2,"B","Cayman","King City (NW)"
2025-06-22,"NR Kirton ","Canada",17,TRUE,NA,10,1,1,170,2,"B","Bermuda","King City (NW)"
2025-07-10,"Junaid Aziz ","BHR",17,TRUE,NA,13,1,1,130.769230769231,2,"B","Tanzania","Blantyre"
2025-07-12,"J Dzulfikar ","INA",17,TRUE,NA,7,2,1,242.857142857143,1,"B","South Korea","Bali"
2025-07-12,"Anjar Tadarus ","INA",17,TRUE,NA,9,2,1,188.888888888889,1,"B","South Korea","Bali"
2025-07-18,"SA Okpe ","NGA",17,TRUE,NA,13,1,0,130.769230769231,2,"B","Uganda","Entebbe"
2025-07-19,"Zain Ul Abidin ","KSA",17,TRUE,NA,6,2,1,283.333333333333,2,"B","Qatar","Doha"
2025-07-22,"Muhamad Syahadat ","MAS",17,TRUE,NA,15,2,0,113.333333333333,2,"B","Hong Kong","Singapore"
2025-08-21,"Naveed Ahmed ","CZK-R",17,TRUE,NA,14,1,0,121.428571428571,1,"B","Romania","Ilfov County"
2006-01-09,"JR Hopes ","Australia",17,FALSE,25,20,2,0,85,1,"B","South Africa","Brisbane"
2006-02-24,"DR Martyn ","Australia",17,FALSE,11,9,3,0,188.888888888889,2,"B","South Africa","Johannesburg"
2006-06-15,"KP Pietersen ","England",17,FALSE,18,16,1,0,106.25,2,"B","Sri Lanka","Southampton"
2006-12-26,"SP Fleming ","New Zealand",17,FALSE,27,16,4,0,106.25,2,"B","Sri Lanka","Auckland"
2007-09-01,"Aftab Ahmed ","BAN",17,FALSE,NA,6,2,1,283.333333333333,2,"B","Kenya","Nairobi (Gym)"
2007-09-04,"CO Obuya ","Kenya",17,FALSE,NA,23,0,0,73.9130434782609,1,"B","Pakistan","Nairobi (Gym)"
2007-09-12,"Yasir Arafat ","Pakistan",17,FALSE,8,8,1,1,212.5,1,"B","Scotland","Durban"
2007-09-14,"MJ Prior ","England",17,FALSE,19,17,1,1,100,1,"B","Australia","Cape Town"
2007-09-14,"Salman Butt ","Pakistan",17,FALSE,32,25,2,0,68,2,"B","India","Durban"
2007-09-16,"KD Karthik ","India",17,FALSE,18,12,3,0,141.666666666667,2,"B","New Zealand","Johannesburg"
2007-09-16,"A Flintoff ","England",17,FALSE,27,16,2,0,106.25,2,"B","South Africa","Cape Town"
2007-09-17,"Shahid Afridi ","Pakistan",17,FALSE,14,9,2,0,188.888888888889,1,"B","Sri Lanka","Johannesburg"
2007-10-20,"ML Hayden ","Australia",17,FALSE,34,19,1,2,89.4736842105263,1,"B","India","Brabourne"
2008-08-02,"TM Odoyo ","Kenya",17,FALSE,20,17,0,0,100,2,"B","Netherlands","Belfast"
2008-08-02,"RD Berrington ","Scotland",17,FALSE,36,23,1,0,73.9130434782609,1,"B","Ireland","Belfast"
2008-10-10,"Misbah-ul-Haq ","Pakistan",17,FALSE,NA,17,0,1,100,1,"B","Canada","King City (NW)"
2008-10-10,"RR David ","Canada",17,FALSE,NA,25,0,1,68,2,"B","Pakistan","King City (NW)"
2008-10-10,"S Dhaniram ","Canada",17,FALSE,NA,16,0,2,106.25,2,"B","Pakistan","King City (NW)"
2008-10-11,"CJ Chibhabha ","Zimbabwe",17,FALSE,NA,23,3,0,73.9130434782609,2,"B","Canada","King City (NW)"
2008-10-12,"J Mubarak ","Sri Lanka",17,FALSE,NA,19,2,0,89.4736842105263,1,"B","Canada","King City (NW)"
2009-06-13,"AB de Villiers ","South Africa",17,FALSE,15,10,2,0,170,1,"B","West Indies","The Oval"
2009-06-14,"Yuvraj Singh ","India",17,FALSE,14,9,0,2,188.888888888889,2,"B","England","Lord's"
2009-06-15,"PR Stirling ","Ireland",17,FALSE,17,16,2,0,106.25,2,"B","Pakistan","The Oval"
2009-06-21,"ST Jayasuriya ","Sri Lanka",17,FALSE,17,10,2,1,170,1,"B","Pakistan","Lord's"
2009-08-02,"Shakib Al Hasan ","BAN",17,FALSE,12,16,3,0,106.25,1,"B","West Indies","Basseterre"
2009-11-13,"MJ Guptill ","New Zealand",17,FALSE,16,21,3,0,80.952380952381,2,"B","Pakistan","Dubai (DICS)"
2010-02-01,"PR Stirling ","Ireland",17,FALSE,30,29,1,0,58.6206896551724,2,"B","Afghanistan","Colombo (PSS)"
2010-02-09,"RN ten Doeschate ","NED",17,FALSE,23,14,1,0,121.428571428571,2,"B","Canada","Dubai (DICS)"
2010-02-11,"NJ O'Brien ","Ireland",17,FALSE,15,14,3,0,121.428571428571,1,"B","Scotland","Dubai (DICS)"
2010-02-13,"ES Szwarczynski ","NED",17,FALSE,37,20,2,0,85,2,"B","Ireland","Dubai (DICS)"
2010-02-28,"MJ Guptill ","New Zealand",17,FALSE,22,17,3,0,100,1,"B","Australia","Christchurch"
2010-04-30,"SB Styris ","New Zealand",17,FALSE,26,21,1,0,80.952380952381,2,"B","Sri Lanka","Providence"
2010-04-30,"DL Vettori ","New Zealand",17,FALSE,33,15,1,0,113.333333333333,2,"B","Sri Lanka","Providence"
2010-04-30,"GC Wilson ","Ireland",17,FALSE,40,34,0,0,50,2,"B","West Indies","Providence"
2010-05-02,"MEK Hussey ","Australia",17,FALSE,19,8,1,1,212.5,1,"B","Pakistan","Gros Islet"
2010-05-05,"AB de Villiers ","South Africa",17,FALSE,17,21,1,1,80.952380952381,1,"B","Afghanistan","Bridgetown"
2010-05-09,"KA Pollard ","West Indies",17,FALSE,14,11,0,2,154.545454545455,1,"B","India","Bridgetown"
2010-05-09,"YK Pathan ","India",17,FALSE,12,10,0,2,170,2,"B","West Indies","Bridgetown"
2010-05-14,"MJ Clarke ","Australia",17,FALSE,19,19,2,0,89.4736842105263,2,"B","Pakistan","Gros Islet"
2010-05-19,"DJG Sammy ","West Indies",17,FALSE,38,28,1,0,60.7142857142857,2,"B","South Africa","North Sound"
2010-05-22,"KC Sangakkara ","Sri Lanka",17,FALSE,40,25,1,0,68,2,"B","New Zealand","Lauderhill"
2010-05-23,"DPMD Jayawardene ","Sri Lanka",17,FALSE,15,12,2,1,141.666666666667,2,"B","New Zealand","Lauderhill"
2010-07-05,"CL White ","Australia",17,FALSE,12,13,1,1,130.769230769231,2,"B","Pakistan","Birmingham"
2010-09-07,"Umar Akmal ","Pakistan",17,FALSE,25,13,0,2,130.769230769231,1,"B","England","Cardiff"
2010-10-27,"Zulqarnain Haider ","Pakistan",17,FALSE,23,17,1,0,100,1,"B","South Africa","Abu Dhabi"
2011-01-14,"SR Watson ","Australia",17,FALSE,18,10,0,2,170,1,"B","England","Melbourne"
2012-02-01,"TR Birt ","Australia",17,FALSE,27,21,1,1,80.952380952381,1,"B","India","Sydney"
2012-02-25,"KP Pietersen ","England",17,FALSE,22,13,3,0,130.769230769231,1,"B","Pakistan","Dubai (DICS)"
2012-02-27,"C Kieswetter ","England",17,FALSE,21,17,1,1,100,1,"B","Pakistan","Abu Dhabi"
2012-03-13,"DI Allan ","Kenya",17,FALSE,NA,18,3,0,94.4444444444444,2,"B","Scotland","ICCA Dubai"
2012-03-18,"H Osinde ","Canada",17,FALSE,NA,12,0,2,141.666666666667,2,"B","Afghanistan","ICCA Dubai"
2012-03-22,"NR Kumar ","Canada",17,FALSE,NA,15,3,0,113.333333333333,1,"B","Ireland","Dubai (DICS)"
2012-03-23,"WTS Porterfield ","Ireland",17,FALSE,NA,18,2,0,94.4444444444444,2,"B","Netherlands","Dubai (DICS)"
2012-03-23,"NR Kumar ","Canada",17,FALSE,NA,20,1,1,85,1,"B","Scotland","Dubai (DICS)"
2012-03-30,"MS Wade ","Australia",17,FALSE,27,20,1,1,85,2,"B","West Indies","Bridgetown"
2012-06-30,"DR Smith ","West Indies",17,FALSE,15,13,1,2,130.769230769231,1,"B","New Zealand","Lauderhill"
2012-07-21,"PR Stirling ","Ireland",17,FALSE,10,13,2,1,130.769230769231,1,"B","Bangladesh","Belfast"
2012-09-05,"Mohammad Hafeez ","Pakistan",17,FALSE,20,15,2,0,113.333333333333,2,"B","Australia","Dubai (DICS)"
2012-09-10,"Nasir Jamshed ","Pakistan",17,FALSE,38,23,2,0,73.9130434782609,2,"B","Australia","Dubai (DICS)"
2012-09-18,"EMDY Munaweera ","Sri Lanka",17,FALSE,33,19,3,0,89.4736842105263,1,"B","Zimbabwe","Hambantota"
2012-09-18,"AG Cremer ","Zimbabwe",17,FALSE,22,20,2,0,85,2,"B","Sri Lanka","Hambantota"
2012-09-24,"EC Joyce ","Ireland",17,FALSE,20,19,3,0,89.4736842105263,1,"B","West Indies","Colombo (RPS)"
2012-09-28,"G Gambhir ","India",17,FALSE,12,12,3,0,141.666666666667,1,"B","Australia","Colombo (RPS)"
2012-09-29,"KS Williamson ","New Zealand",17,FALSE,36,23,1,0,73.9130434782609,1,"B","England","Pallekele"
2012-09-30,"HM Amla ","South Africa",17,FALSE,26,15,1,1,113.333333333333,1,"B","Australia","Colombo (RPS)"
2012-10-02,"V Sehwag ","India",17,FALSE,25,14,1,1,121.428571428571,1,"B","South Africa","Colombo (RPS)"
2012-12-22,"G Gambhir ","India",17,FALSE,52,27,1,0,62.962962962963,1,"B","England","Wankhede"
2012-12-23,"BB McCullum ","New Zealand",17,FALSE,17,15,2,0,113.333333333333,2,"B","South Africa","East London"
2012-12-26,"NL McCullum ","New Zealand",17,FALSE,23,14,2,0,121.428571428571,2,"B","South Africa","Gqeberha"
2013-02-12,"MJ Lumb ","England",17,FALSE,41,23,2,0,73.9130434782609,2,"B","New Zealand","Hamilton"
2013-04-20,"MJG Rippon ","NED",17,FALSE,NA,15,0,1,113.333333333333,1,"B","Kenya","Windhoek"
2013-05-12,"Mushfiqur Rahim ","BAN",17,FALSE,15,12,2,0,141.666666666667,1,"B","Zimbabwe","Bulawayo"
2013-06-25,"JC Buttler ","England",17,FALSE,20,10,1,1,170,2,"B","New Zealand","The Oval"
2013-11-06,"HD Rutherford ","New Zealand",17,FALSE,29,17,1,1,100,1,"B","Bangladesh","Mirpur"
2013-11-19,"RML Taylor ","Scotland",17,FALSE,21,13,0,2,130.769230769231,2,"B","Kenya","ICCA Dubai"
2013-11-21,"C Munro ","New Zealand",17,FALSE,27,19,2,0,89.4736842105263,1,"B","Sri Lanka","Pallekele"
2014-01-15,"BB McCullum ","New Zealand",17,FALSE,22,11,2,1,154.545454545455,2,"B","West Indies","Wellington"
2014-02-14,"Mashrafe Mortaza ","BAN",17,FALSE,10,10,4,0,170,1,"B","Sri Lanka","Chattogram"
2014-03-14,"GJ Maxwell ","Australia",17,FALSE,20,12,2,0,141.666666666667,2,"B","South Africa","Centurion"
2014-03-17,"KJ O'Brien ","Ireland",17,FALSE,12,10,2,1,170,2,"B","Zimbabwe","Sylhet"
2014-03-27,"DA Miller ","South Africa",17,FALSE,26,18,0,0,94.4444444444444,1,"B","Netherlands","Chattogram"
2014-03-28,"DR Smith ","West Indies",17,FALSE,21,19,4,0,89.4736842105263,2,"B","Australia","Mirpur"
2014-03-31,"SMSM Senanayake ","Sri Lanka",17,FALSE,17,11,1,1,154.545454545455,1,"B","New Zealand","Chattogram"
2014-04-03,"DR Smith ","West Indies",17,FALSE,22,14,1,1,121.428571428571,2,"B","Sri Lanka","Mirpur"
2014-10-05,"GJ Maxwell ","Australia",17,FALSE,10,10,3,0,170,2,"B","Pakistan","Dubai (DICS)"
2015-01-09,"MN van Wyk ","South Africa",17,FALSE,21,15,2,1,113.333333333333,1,"B","West Indies","Cape Town"
2015-01-11,"DR Smith ","West Indies",17,FALSE,7,9,4,0,188.888888888889,2,"B","South Africa","Johannesburg"
2015-04-24,"Ahmed Shehzad ","Pakistan",17,FALSE,40,31,2,0,54.8387096774194,1,"B","Bangladesh","Mirpur"
2015-05-22,"Sikandar Raza ","Zimbabwe",17,FALSE,19,13,1,1,130.769230769231,1,"B","Pakistan","Lahore"
2015-06-23,"LRPL Taylor ","New Zealand",17,FALSE,20,13,2,0,130.769230769231,2,"B","England","Manchester"
2015-07-02,"G Malla ","NEP",17,FALSE,NA,19,3,0,89.4736842105263,2,"B","Netherlands","Rotterdam"
2015-07-05,"Mushfiqur Rahim ","BAN",17,FALSE,25,19,2,0,89.4736842105263,2,"B","South Africa","Mirpur"
2015-07-07,"Mashrafe Mortaza ","BAN",17,FALSE,12,8,0,2,212.5,2,"B","South Africa","Mirpur"
2015-07-09,"Faizan Asif ","United Arab Emirates",17,FALSE,NA,10,2,0,170,1,"B","Scotland","Edinburgh"
2015-07-09,"MJG Rippon ","NED",17,FALSE,12,16,2,0,106.25,2,"B","Afghanistan","Edinburgh"
2015-07-12,"Faizan Asif ","United Arab Emirates",17,FALSE,20,13,2,1,130.769230769231,1,"B","Netherlands","Edinburgh"
2015-07-19,"SC Williams ","Zimbabwe",17,FALSE,NA,18,1,0,94.4444444444444,1,"B","India","Harare"
2015-07-25,"MP O'Dowd ","NED",17,FALSE,16,12,1,1,141.666666666667,2,"B","Ireland","Dublin (Malahide)"
2015-07-30,"Mohammad Hafeez ","Pakistan",17,FALSE,25,14,2,0,121.428571428571,1,"B","Sri Lanka","Colombo (RPS)"
2015-08-01,"Mohammad Rizwan ","Pakistan",17,FALSE,28,18,1,0,94.4444444444444,2,"B","Sri Lanka","Colombo (RPS)"
2015-09-27,"Ahmed Shehzad ","Pakistan",17,FALSE,20,19,3,0,89.4736842105263,1,"B","Zimbabwe","Harare"
2015-09-29,"Mohammad Hafeez ","Pakistan",17,FALSE,29,18,3,0,94.4444444444444,1,"B","Zimbabwe","Harare"
2015-09-29,"E Chigumbura ","Zimbabwe",17,FALSE,6,8,0,2,212.5,2,"B","Pakistan","Harare"
2015-10-26,"Karim Sadiq ","Afghanistan",17,FALSE,19,16,1,0,106.25,2,"B","Zimbabwe","Bulawayo"
2015-11-13,"Litton Das ","BAN",17,FALSE,22,12,2,0,141.666666666667,2,"B","Zimbabwe","Mirpur"
2015-11-15,"Sabbir Rahman ","BAN",17,FALSE,20,18,1,0,94.4444444444444,1,"B","Zimbabwe","Mirpur"
2015-11-29,"Samiullah Shinwari ","Afghanistan",17,FALSE,NA,13,2,1,130.769230769231,1,"B","Oman","Abu Dhabi"
2016-01-07,"CK Kapugedera ","Sri Lanka",17,FALSE,22,15,2,0,113.333333333333,2,"B","New Zealand","Mount Maunganui"
2016-01-26,"DA Warner ","Australia",17,FALSE,23,9,2,1,188.888888888889,2,"B","India","Adelaide"
2016-01-26,"CA Lynn ","Australia",17,FALSE,20,16,0,1,106.25,2,"B","India","Adelaide"
2016-01-30,"HG Munsey ","Scotland",17,FALSE,NA,10,2,1,170,1,"B","Hong Kong","Mong Kok"
2016-01-31,"Nizakat Khan ","Hong Kong",17,FALSE,NA,23,2,0,73.9130434782609,2,"B","Scotland","Mong Kok"
2016-02-19,"Zeeshan Maqsood ","OMA",17,FALSE,18,13,1,1,130.769230769231,1,"B","Hong Kong","Fatullah"
2016-03-01,"NLTC Perera ","Sri Lanka",17,FALSE,9,6,2,1,283.333333333333,1,"B","India","Mirpur"
2016-03-04,"GJ Maxwell ","Australia",17,FALSE,16,11,3,0,154.545454545455,1,"B","South Africa","Durban"
2016-03-08,"Noor Ali Zadran ","Afghanistan",17,FALSE,11,12,2,1,141.666666666667,1,"B","Scotland","Nagpur"
2016-03-10,"Mohammad Nabi ","Afghanistan",17,FALSE,16,11,2,0,154.545454545455,2,"B","Hong Kong","Nagpur"
2016-03-12,"Nizakat Khan ","Hong Kong",17,FALSE,13,10,0,2,170,1,"B","Scotland","Nagpur"
2016-03-18,"F du Plessis ","South Africa",17,FALSE,26,17,1,0,100,1,"B","England","Wankhede"
2016-03-18,"AD Hales ","England",17,FALSE,12,7,4,0,242.857142857143,2,"B","South Africa","Wankhede"
2016-03-19,"Sharjeel Khan ","Pakistan",17,FALSE,29,24,2,0,70.8333333333333,1,"B","India","Eden Gardens"
2016-03-21,"DA Warner ","Australia",17,FALSE,14,9,1,1,188.888888888889,2,"B","Bangladesh","Bengaluru"
2016-03-22,"KS Williamson ","New Zealand",17,FALSE,32,21,1,0,80.952380952381,1,"B","Pakistan","Mohali"
2016-03-23,"Noor Ali Zadran ","Afghanistan",17,FALSE,38,19,0,0,89.4736842105263,2,"B","England","Delhi"
2017-01-14,"WTS Porterfield ","Ireland",17,FALSE,NA,17,1,0,100,1,"B","Afghanistan","Abu Dhabi"
2017-01-15,"Khawar Ali ","OMA",17,FALSE,NA,26,1,0,65.3846153846154,1,"B","Netherlands","Abu Dhabi"
2017-01-16,"C Carter ","Hong Kong",17,FALSE,NA,21,0,0,80.952380952381,1,"B","Oman","Abu Dhabi"
2017-01-18,"GJ Thompson ","Ireland",17,FALSE,NA,14,1,1,121.428571428571,1,"B","United Arab Emirates","Dubai (DICS)"
2017-01-19,"Zeeshan Maqsood ","OMA",17,FALSE,NA,22,3,0,77.2727272727273,1,"B","Scotland","Dubai (DICS)"
2017-01-19,"Sultan Ahmed ","OMA",17,FALSE,NA,13,2,0,130.769230769231,1,"B","Scotland","Dubai (DICS)"
2017-01-20,"PR Stirling ","Ireland",17,FALSE,NA,18,2,0,94.4444444444444,1,"B","Afghanistan","Dubai (DICS)"
2017-01-29,"EJG Morgan ","England",17,FALSE,34,23,1,0,73.9130434782609,2,"B","India","Nagpur"
2017-02-17,"MC Henriques ","Australia",17,FALSE,20,10,0,1,170,1,"B","Sri Lanka","Melbourne"
2017-03-10,"Samiullah Shinwari ","Afghanistan",17,FALSE,23,16,1,1,106.25,1,"B","Ireland","Greater Noida"
2017-04-04,"DAS Gunaratne ","Sri Lanka",17,FALSE,NA,18,1,0,94.4444444444444,2,"B","Bangladesh","Colombo (RPS)"
2017-04-06,"Mosaddek Hossain ","BAN",17,FALSE,NA,11,1,1,154.545454545455,1,"B","Sri Lanka","Colombo (RPS)"
2017-09-06,"N Dickwella ","Sri Lanka",17,FALSE,NA,14,3,0,121.428571428571,1,"B","India","Colombo (RPS)"
2017-09-12,"NLTC Perera ","World XI",17,FALSE,NA,11,3,0,154.545454545455,2,"B","Pakistan","Lahore"
2017-09-16,"JE Root ","England",17,FALSE,43,19,2,0,89.4736842105263,2,"B","West Indies","Chester-le-Street"
2017-10-07,"GJ Maxwell ","Australia",17,FALSE,24,16,2,0,106.25,1,"B","India","Ranchi"
2017-10-07,"TD Paine ","Australia",17,FALSE,14,16,1,1,106.25,1,"B","India","Ranchi"
2017-11-07,"MK Pandey ","India",17,FALSE,16,11,1,1,154.545454545455,1,"B","New Zealand","Thiruvananthapuram"
2017-12-20,"RG Sharma ","India",17,FALSE,21,13,2,0,130.769230769231,1,"B","Sri Lanka","Cuttack"
2018-02-06,"Mohammad Shahzad ","Afghanistan",17,FALSE,NA,22,3,0,77.2727272727273,1,"B","Zimbabwe","Sharjah"
2018-03-06,"WU Tharanga ","Sri Lanka",17,FALSE,NA,18,0,1,94.4444444444444,2,"B","India","Colombo (RPS)"
2018-03-08,"RG Sharma ","India",17,FALSE,NA,13,3,0,130.769230769231,2,"B","Bangladesh","Colombo (RPS)"
2018-03-12,"MD Gunathilaka ","Sri Lanka",17,FALSE,NA,8,0,1,212.5,1,"B","India","Colombo (RPS)"
2018-03-18,"V Shankar ","India",17,FALSE,NA,19,3,0,89.4736842105263,2,"B","Bangladesh","Colombo (RPS)"
2018-04-01,"Babar Azam ","Pakistan",17,FALSE,NA,13,3,0,130.769230769231,1,"B","West Indies","Karachi"
2018-04-02,"KMA Paul ","West Indies",17,FALSE,NA,10,3,0,170,2,"B","Pakistan","Karachi"
2018-06-12,"PR Stirling ","Ireland",17,FALSE,NA,23,1,1,73.9130434782609,2,"B","Netherlands","Rotterdam"
2018-06-13,"Hussain Talat ","Pakistan",17,FALSE,NA,19,1,0,89.4736842105263,1,"B","Scotland","Edinburgh"
2018-06-13,"Shadab Khan ","Pakistan",17,FALSE,NA,17,1,0,100,1,"B","Scotland","Edinburgh"
2018-06-20,"TP Visee ","NED",17,FALSE,NA,12,3,0,141.666666666667,2,"B","Scotland","Amstelveen"
2018-07-06,"EJG Morgan ","England",17,FALSE,NA,19,2,0,89.4736842105263,2,"B","India","Cardiff"
2018-08-04,"AD Russell ","West Indies",17,FALSE,NA,10,1,2,170,2,"B","Bangladesh","Lauderhill"
2018-10-27,"DM de Silva ","Sri Lanka",17,FALSE,NA,19,2,0,89.4736842105263,2,"B","England","Colombo (RPS)"
2018-11-11,"KL Rahul ","India",17,FALSE,NA,10,4,0,170,2,"B","West Indies","Chennai"
2018-12-17,"Ariful Haque ","BAN",17,FALSE,NA,18,2,0,94.4444444444444,1,"B","West Indies","Sylhet"
2019-01-11,"BKG Mendis ","Sri Lanka",17,FALSE,31,19,0,0,89.4736842105263,2,"B","New Zealand","Auckland"
2019-01-23,"Sarfaraz Ali ","BHR",17,FALSE,NA,10,2,1,170,1,"B","Kuwait","Al Amerat"
2019-02-06,"Fakhar Zaman ","Pakistan",17,FALSE,25,17,2,1,100,1,"B","South Africa","Centurion"
