Player,Country,CareerBatImpact,CareerBowlImpact,MatchesPlayed,TotalImpact,BatImpactperGame,BatImpactperGame_Z,BowlImpactperGame,BowlImpactperGame_Z,TotalImpactperGame,TotalImpactperGame_Z
BKG Mendis ,SL,232.4083555,0,74,232.4083555,3.140653453,1.385596687,0,-0.674454097,3.140653453,0.711142589
DJG Sammy ,WI,83.20652134,123.7575302,66,206.9640515,1.260704869,0.289528843,1.875114093,0.311306246,3.135818962,0.600835088
JP Inglis ,AUS,81.47133191,0,26,81.47133191,3.133512766,1.381433446,0,-0.674454097,3.133512766,0.706979349
DA Miller ,RSA,382.2713255,0,122,382.2713255,3.13337152,1.381351096,0,-0.674454097,3.13337152,0.706896999
J Charles ,WI,178.4455105,0,57,178.4455105,3.130622991,1.379748619,0,-0.674454097,3.130622991,0.705294522
JM Bairstow ,ENG,237.234173,0,76,237.234173,3.121502276,1.374430962,0,-0.674454097,3.121502276,0.699976864
KC Sangakkara ,SL,168.5523245,0,54,168.5523245,3.121339343,1.374335966,0,-0.674454097,3.121339343,0.699881869
KMA Paul ,WI,12.44770854,56.21587809,22,68.66358663,0.565804934,-0.115619192,2.555267186,0.668867393,3.12107212,0.553248201
Imran Nazir ,PAK,71.75170125,0,23,71.75170125,3.119639185,1.373344722,0,-0.674454097,3.119639185,0.698890625
TM Dilshan ,SL,215.8224517,19.82380952,76,235.6462613,2.839769102,1.210171856,0.260839599,-0.537328931,3.100608701,0.672842925
CR Woakes ,ENG,16.14742063,86.15,33,102.2974206,0.489315777,-0.160214723,2.610606061,0.697959419,3.099921837,0.537744696
